City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
232,Mponela,-13.5319,33.7401,63.37,96,94,3.15,MW,2022-02-06 17:13:26,light rain
233,Piracanjuba,-17.3028,-49.0167,81.9,61,91,7.7,BR,2022-02-06 17:13:27,overcast clouds
234,Tiarei,-17.5333,-149.3333,80.62,75,31,23.0,PF,2022-02-06 17:13:27,light rain
235,Olafsvik,64.8945,-23.7142,28.58,71,83,16.11,IS,2022-02-06 17:13:27,broken clouds
236,Rovaniemi,66.5,25.7167,22.41,86,100,14.97,FI,2022-02-06 17:10:22,overcast clouds
237,Venado Tuerto,-33.7456,-61.9688,74.79,34,0,12.82,AR,2022-02-06 17:13:28,clear sky
238,Uusikaupunki,60.8004,21.4084,32.52,94,64,9.08,FI,2022-02-06 17:13:28,broken clouds
239,Tiksi,71.6872,128.8694,-17.07,99,100,3.56,RU,2022-02-06 17:13:29,overcast clouds
240,Saint Anthony,45.0205,-93.218,23.67,83,100,5.99,US,2022-02-06 17:13:29,overcast clouds
241,Port Hedland,-20.3167,118.5667,84.25,84,40,6.91,AU,2022-02-06 17:13:30,scattered clouds
242,Smolensk,55.0,33.0,29.34,93,97,9.37,RU,2022-02-06 17:13:30,overcast clouds
243,Udachnyy,66.4167,112.4,-12.15,99,99,3.27,RU,2022-02-06 17:13:30,overcast clouds
244,Daru,-9.0763,143.2092,79.21,84,99,4.83,PG,2022-02-06 17:13:31,overcast clouds
245,Kidal,18.4411,1.4078,78.64,8,0,11.32,ML,2022-02-06 17:13:31,clear sky
246,San Juan,-31.5375,-68.5364,78.69,32,0,7.72,AR,2022-02-06 17:10:46,clear sky
247,Martil,35.6166,-5.2752,62.67,83,54,15.41,MA,2022-02-06 17:13:31,broken clouds
248,Najran,17.4924,44.1277,64.67,34,4,7.4,SA,2022-02-06 17:13:32,clear sky
249,Bereznik,62.8551,42.7072,13.28,96,99,6.6,RU,2022-02-06 17:13:32,overcast clouds
250,Kishi,9.0833,3.85,93.43,11,0,4.65,NG,2022-02-06 17:13:32,clear sky
251,Bilibino,68.0546,166.4372,-17.88,78,14,4.45,RU,2022-02-06 17:13:33,few clouds
252,Rocha,-34.4833,-54.3333,73.33,40,71,17.43,UY,2022-02-06 17:08:40,broken clouds
253,West Odessa,31.8424,-102.4988,48.92,38,0,16.11,US,2022-02-06 17:13:34,clear sky
254,Coquimbo,-29.9533,-71.3436,67.73,72,20,12.66,CL,2022-02-06 17:13:34,few clouds
255,Kupino,54.3663,77.2981,4.96,80,53,8.93,RU,2022-02-06 17:13:34,broken clouds
256,Mengyin,35.7069,117.9264,31.12,36,87,3.06,CN,2022-02-06 17:13:35,overcast clouds
257,Ritchie,-29.038,24.6028,82.06,34,19,4.56,ZA,2022-02-06 17:13:35,few clouds
258,Nevelsk,46.6733,141.8633,19.92,88,100,17.25,RU,2022-02-06 17:13:35,overcast clouds
259,Sabang,5.8933,95.3214,78.84,85,100,16.8,ID,2022-02-06 17:13:36,overcast clouds
260,Evensk,61.95,159.2333,4.24,61,0,10.87,RU,2022-02-06 17:13:36,clear sky
261,Petropavlovsk-Kamchatskiy,53.0452,158.6483,18.54,78,100,12.3,RU,2022-02-06 17:13:36,overcast clouds
262,Takoradi,4.8845,-1.7554,82.76,71,81,10.58,GH,2022-02-06 17:13:37,broken clouds
263,Airai,-8.9266,125.4092,61.59,92,68,0.96,TL,2022-02-06 17:13:37,broken clouds
264,Golden,39.7555,-105.2211,35.67,55,40,5.01,US,2022-02-06 17:13:37,scattered clouds
265,Severnyy,50.677,36.5532,32.04,86,75,8.95,RU,2022-02-06 17:13:38,light snow
266,Baiyin,36.5583,104.2081,14.47,90,76,2.98,CN,2022-02-06 17:13:38,broken clouds
267,San Policarpo,12.1791,125.5072,79.65,80,24,16.44,PH,2022-02-06 17:13:38,few clouds
268,Dongsheng,39.8161,109.9776,17.06,35,100,4.18,CN,2022-02-06 17:13:39,overcast clouds
269,Emerald,-23.5333,148.1667,72.34,69,32,10.04,AU,2022-02-06 17:13:39,scattered clouds
270,Belem,-1.4558,-48.5044,80.64,78,75,11.5,BR,2022-02-06 17:13:39,broken clouds
271,Angoche,-16.2325,39.9086,78.94,81,88,7.61,MZ,2022-02-06 17:13:40,light rain
272,Rio Grande,-32.035,-52.0986,74.95,58,67,13.89,BR,2022-02-06 17:13:40,broken clouds
273,Mahibadhoo,3.7833,72.9667,82.17,63,16,11.63,MV,2022-02-06 17:13:40,few clouds
274,Caravelas,-17.7125,-39.2481,86.36,56,0,10.92,BR,2022-02-06 17:13:41,clear sky
275,Kiunga,-6.1219,141.2906,72.59,100,100,2.01,PG,2022-02-06 17:13:41,overcast clouds
276,Dauphin,51.1494,-100.0502,-0.26,65,0,5.75,CA,2022-02-06 17:14:42,clear sky
277,Marawi,7.9986,124.2928,66.65,89,77,2.59,PH,2022-02-06 17:14:42,broken clouds
278,Wuxue,29.8506,115.5525,34.25,99,100,4.56,CN,2022-02-06 17:14:42,snow
279,Doha,25.2867,51.5333,62.58,59,0,11.5,QA,2022-02-06 17:11:13,clear sky
280,Puerto Leguizamo,-0.1934,-74.7819,80.37,86,91,2.42,CO,2022-02-06 17:14:43,overcast clouds
281,Leningradskiy,69.3833,178.4167,-22.5,98,14,6.02,RU,2022-02-06 17:14:43,few clouds
282,Rawah,34.4816,41.9093,53.56,48,36,4.79,IQ,2022-02-06 17:14:44,scattered clouds
283,Sorong,-0.8833,131.25,80.76,78,100,13.76,ID,2022-02-06 17:14:44,overcast clouds
284,Nazira,26.9167,94.7333,55.49,78,7,2.73,IN,2022-02-06 17:14:44,clear sky
285,Sakaraha,-22.9,44.5333,72.46,90,100,22.46,MG,2022-02-06 17:14:45,light rain
286,Tanout,14.9709,8.8879,75.2,8,0,12.66,NE,2022-02-06 17:14:45,clear sky
287,Alta Floresta,-9.8756,-56.0861,85.82,74,20,4.61,BR,2022-02-06 17:14:45,few clouds
288,Klyuchevskiy,53.5317,119.4519,-5.57,96,64,2.77,RU,2022-02-06 17:14:46,broken clouds
289,Cardenas,23.0375,-81.2047,83.16,52,6,9.37,CU,2022-02-06 17:14:46,clear sky
290,Kati,12.7441,-8.0726,92.61,5,3,5.3,ML,2022-02-06 17:14:46,clear sky
291,Maroua,10.591,14.3159,82.6,13,0,7.11,CM,2022-02-06 17:14:47,clear sky
292,Aksay,47.26,39.87,29.88,99,100,5.01,RU,2022-02-06 17:14:47,overcast clouds
293,Wajir,1.7471,40.0573,89.46,24,18,5.06,KE,2022-02-06 17:14:48,few clouds
294,Sao Felix Do Xingu,-6.6447,-51.995,87.17,62,98,3.87,BR,2022-02-06 17:14:48,overcast clouds
295,Port Blair,11.6667,92.75,80.64,83,20,8.05,IN,2022-02-06 17:14:48,mist
296,Pertuis,43.6925,5.5028,51.44,56,81,8.63,FR,2022-02-06 17:14:49,broken clouds
297,Keuruu,62.2667,24.7,32.18,93,100,10.18,FI,2022-02-06 17:14:49,overcast clouds
298,Witu,-2.3889,40.4382,80.76,81,98,10.85,KE,2022-02-06 17:14:49,overcast clouds
299,Susanville,40.4163,-120.653,40.08,69,0,0.0,US,2022-02-06 17:13:46,clear sky
300,Razdolnoye,43.55,131.9167,-3.59,87,47,1.88,RU,2022-02-06 17:14:50,scattered clouds
301,Camp Verde,34.5636,-111.8543,55.89,20,0,8.75,US,2022-02-06 17:14:14,clear sky
302,Oussouye,12.485,-16.5469,100.58,30,3,11.07,SN,2022-02-06 17:14:50,clear sky
303,Joao Camara,-5.5375,-35.8197,88.84,35,7,10.96,BR,2022-02-06 17:14:51,clear sky
304,Paamiut,61.994,-49.6678,4.87,75,100,9.19,GL,2022-02-06 17:14:51,overcast clouds
305,Tura,25.5198,90.2201,53.37,78,25,3.31,IN,2022-02-06 17:14:52,scattered clouds
306,Neryungri,56.6709,124.6491,-27.85,98,63,1.66,RU,2022-02-06 17:14:52,broken clouds
307,Khorramabad,33.4878,48.3558,40.62,52,0,2.3,IR,2022-02-06 17:14:52,clear sky
308,Bagacay,12.9821,124.1415,78.84,82,58,15.23,PH,2022-02-06 17:14:53,broken clouds
309,Urumqi,43.801,87.6005,0.55,85,6,2.24,CN,2022-02-06 17:10:03,mist
310,Igurusi,-8.85,33.85,64.53,94,100,3.44,TZ,2022-02-06 17:14:53,overcast clouds
311,Koubia,11.5833,-11.9,92.35,7,11,5.21,GN,2022-02-06 17:14:54,few clouds
312,Dvinskoy,62.1535,45.1175,16.75,96,99,5.68,RU,2022-02-06 17:14:54,light snow
313,Derzhavinsk,51.1,66.3167,15.35,82,94,12.71,KZ,2022-02-06 17:14:54,overcast clouds
314,Okhotsk,59.3833,143.3,-2.61,68,16,14.09,RU,2022-02-06 17:10:29,few clouds
315,Maceio,-9.6658,-35.7353,89.04,51,20,16.11,BR,2022-02-06 17:14:55,few clouds
316,Mattru,7.6244,-11.8332,95.56,32,3,5.82,SL,2022-02-06 17:14:55,clear sky
317,Esmeraldas,-19.7625,-44.3139,76.24,91,100,4.29,BR,2022-02-06 17:14:56,overcast clouds
318,Tianmen,30.6516,113.1603,33.85,99,100,8.99,CN,2022-02-06 17:14:56,light snow
319,Laguna,38.421,-121.4238,57.88,77,0,1.01,US,2022-02-06 17:14:56,clear sky
320,Berasia,23.6333,77.4333,62.02,28,0,2.84,IN,2022-02-06 17:14:57,clear sky
321,Chopovychi,50.8332,28.9533,30.43,91,95,12.03,UA,2022-02-06 17:14:57,overcast clouds
322,Muros,42.7762,-9.0603,58.68,59,65,11.41,ES,2022-02-06 17:14:57,broken clouds
323,Poso,-1.3959,120.7524,77.77,81,99,3.56,ID,2022-02-06 17:15:58,overcast clouds
324,Kilindoni,-7.9139,39.6668,81.46,83,100,11.52,TZ,2022-02-06 17:15:58,overcast clouds
325,Karpogory,64.0019,44.4451,17.06,94,100,8.5,RU,2022-02-06 17:15:59,light snow
326,San Francisco,37.7749,-122.4194,56.32,82,20,1.01,US,2022-02-06 17:15:59,few clouds
327,Kungurtug,50.5994,97.5228,-10.19,97,36,1.66,RU,2022-02-06 17:15:59,scattered clouds
328,Wasilla,61.5814,-149.4394,24.94,86,0,0.0,US,2022-02-06 17:15:44,clear sky
329,Meulaboh,4.1363,96.1285,77.04,90,92,8.75,ID,2022-02-06 17:12:31,overcast clouds
330,Gouyave,12.1646,-61.7296,84.97,66,75,18.41,GD,2022-02-06 17:16:00,broken clouds
331,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,84.0,74,40,5.75,BR,2022-02-06 17:16:00,scattered clouds
332,Honningsvag,70.9821,25.9704,29.95,74,75,25.32,NO,2022-02-06 17:16:01,broken clouds
333,Nanortalik,60.1432,-45.2371,13.73,72,100,18.48,GL,2022-02-06 17:16:01,overcast clouds
334,Blenheim,-41.516,173.9528,56.52,75,98,12.68,NZ,2022-02-06 17:16:02,overcast clouds
335,Mount Isa,-20.7333,139.5,74.97,73,100,9.22,AU,2022-02-06 17:16:02,overcast clouds
336,Sao Miguel Do Araguaia,-13.275,-50.1628,78.6,85,100,3.69,BR,2022-02-06 17:16:02,overcast clouds
337,Koumac,-20.5667,164.2833,78.08,86,98,5.91,NC,2022-02-06 17:16:03,overcast clouds
338,Dwarka,22.2394,68.9678,70.03,59,18,9.44,IN,2022-02-06 17:16:03,few clouds
339,Preobrazheniye,42.9019,133.9064,10.54,64,1,8.1,RU,2022-02-06 17:16:04,clear sky
340,Fauske,67.2588,15.3918,32.04,77,100,8.48,NO,2022-02-06 17:16:04,overcast clouds
341,Ugoofaaru,5.6667,73.0,81.55,65,95,11.36,MV,2022-02-06 17:16:05,overcast clouds
342,Ponta Do Sol,32.6667,-17.1,65.12,53,11,12.06,PT,2022-02-06 17:16:05,few clouds
343,Noyabrsk,63.1994,75.4507,-12.96,100,66,8.39,RU,2022-02-06 17:16:05,broken clouds
344,Husavik,66.0449,-17.3389,26.51,87,100,11.25,IS,2022-02-06 17:16:06,light snow
345,Arlit,18.7369,7.3853,77.61,6,0,8.43,NE,2022-02-06 17:16:06,clear sky
346,Turukhansk,65.8167,87.9833,-13.5,100,92,3.18,RU,2022-02-06 17:16:06,overcast clouds
347,Terra Nova,-12.3667,-40.6667,81.21,58,100,2.84,BR,2022-02-06 17:11:14,overcast clouds
348,Pangnirtung,66.1451,-65.7125,-31.0,61,40,2.3,CA,2022-02-06 17:16:07,scattered clouds
349,Grand Gaube,-20.0064,57.6608,79.38,79,59,5.01,MU,2022-02-06 17:14:20,broken clouds
350,Zhongshan,21.3226,110.5829,64.22,88,99,21.39,CN,2022-02-06 17:16:07,overcast clouds
351,Chokurdakh,70.6333,147.9167,-39.28,100,99,2.21,RU,2022-02-06 17:16:08,overcast clouds
352,Conde,-7.2597,-34.9075,87.26,55,20,10.36,BR,2022-02-06 17:16:08,few clouds
353,Cartagena Del Chaira,1.3349,-74.8429,82.76,67,91,0.94,CO,2022-02-06 17:16:09,overcast clouds
354,Ust-Tsilma,65.441,52.1498,12.83,91,71,9.78,RU,2022-02-06 17:16:09,broken clouds
355,Lompoc,34.6391,-120.4579,71.08,45,0,8.05,US,2022-02-06 17:16:10,clear sky
356,Mnogovershinnyy,53.9353,139.9242,-3.3,89,100,5.03,RU,2022-02-06 17:16:10,overcast clouds
357,Trincomalee,8.5711,81.2335,79.47,67,57,14.41,LK,2022-02-06 17:16:10,broken clouds
358,Hof,50.3167,11.9167,39.45,93,75,24.16,DE,2022-02-06 17:16:11,heavy intensity rain
359,Talnakh,69.4865,88.3972,-27.08,98,56,1.43,RU,2022-02-06 17:16:11,broken clouds
360,Lodwar,3.1191,35.5973,92.52,19,63,5.97,KE,2022-02-06 17:16:11,broken clouds
361,Matay,28.419,30.7792,58.75,40,0,7.56,EG,2022-02-06 17:16:12,clear sky
362,Kysyl-Syr,63.8986,122.7617,-23.15,100,96,6.42,RU,2022-02-06 17:16:12,overcast clouds
363,Copala,16.65,-98.9833,83.52,46,3,4.88,MX,2022-02-06 17:16:12,clear sky
364,Tanete,-3.9443,119.7848,75.31,95,100,1.88,ID,2022-02-06 17:16:13,overcast clouds
365,Sungaipenuh,-2.0833,101.3833,62.87,86,99,1.14,ID,2022-02-06 17:16:13,moderate rain
366,Iqaluit,63.7506,-68.5145,-32.31,66,20,4.0,CA,2022-02-06 17:15:09,few clouds
367,Vagur,61.4732,-6.8119,39.02,57,56,31.65,FO,2022-02-06 17:16:14,broken clouds
368,Lashio,22.9333,97.75,46.9,71,0,2.1,MM,2022-02-06 17:16:14,clear sky
369,Vasilsursk,56.1275,46.0072,-1.79,100,69,3.15,RU,2022-02-06 17:17:15,broken clouds
370,Shumyachi,53.8583,32.4242,29.84,92,100,9.66,RU,2022-02-06 17:17:15,overcast clouds
371,Soyo,-6.1349,12.3689,79.68,78,30,11.63,AO,2022-02-06 17:17:15,light rain
372,Duiwelskloof,-23.6934,30.14,70.38,66,64,7.92,ZA,2022-02-06 17:17:16,broken clouds
373,Champerico,14.3,-91.9167,90.36,59,12,6.82,GT,2022-02-06 17:15:34,few clouds
374,Zhezkazgan,47.8043,67.7144,27.21,97,100,14.38,KZ,2022-02-06 17:17:17,snow
375,Kismayo,-0.3582,42.5454,78.37,82,55,14.88,SO,2022-02-06 17:17:18,broken clouds
376,Astoria,46.1879,-123.8313,45.86,91,0,11.01,US,2022-02-06 17:17:18,clear sky
377,Bonthe,7.5264,-12.505,85.32,62,5,13.98,SL,2022-02-06 17:14:03,clear sky
378,Guerrero Negro,27.9769,-114.0611,61.84,33,0,3.13,MX,2022-02-06 17:17:19,clear sky
379,Kashin,57.3592,37.6081,16.93,97,98,6.22,RU,2022-02-06 17:17:20,overcast clouds
380,Cloquet,46.7216,-92.4594,15.87,76,99,5.99,US,2022-02-06 17:17:20,overcast clouds
381,Mariental,-24.6333,17.9667,87.91,28,99,11.34,NA,2022-02-06 17:17:20,overcast clouds
382,Avera,33.194,-82.5271,48.9,47,61,11.32,US,2022-02-06 17:17:21,broken clouds
383,Dalian,38.9122,121.6022,19.33,73,0,0.0,CN,2022-02-06 17:17:21,clear sky
384,Ketchikan,55.3422,-131.6461,45.07,100,100,17.27,US,2022-02-06 17:17:21,light rain
385,Parana,-31.732,-60.5238,76.55,39,0,11.32,AR,2022-02-06 17:17:22,clear sky
386,Atar,20.5169,-13.0499,91.49,6,0,6.93,MR,2022-02-06 17:17:22,clear sky
387,Synya,65.3718,58.0387,-7.24,100,67,3.15,RU,2022-02-06 17:17:23,broken clouds
388,Kristiansund,63.1115,7.732,38.05,75,75,20.71,NO,2022-02-06 17:17:23,broken clouds
389,Magistralnyy,56.1725,107.4458,5.74,96,92,3.67,RU,2022-02-06 17:17:24,overcast clouds
390,Ostrovnoy,68.0531,39.5131,14.68,85,100,22.1,RU,2022-02-06 17:16:38,overcast clouds
391,Punta Alta,-38.8759,-62.0736,68.45,59,35,13.24,AR,2022-02-06 17:17:24,scattered clouds
392,Cobija,-11.0267,-68.7692,77.2,83,100,1.57,BO,2022-02-06 17:17:24,overcast clouds
393,Firozpur,30.9167,74.6,53.82,72,4,7.25,IN,2022-02-06 17:17:25,clear sky
394,Krapivinskiy,54.9992,86.8133,0.48,99,98,0.94,RU,2022-02-06 17:17:25,overcast clouds
395,Windhoek,-22.5594,17.0832,65.1,91,100,4.61,NA,2022-02-06 17:17:26,overcast clouds
396,Jaslo,49.7451,21.4725,41.38,74,100,13.89,PL,2022-02-06 17:17:26,overcast clouds
397,Ranong,9.9658,98.6348,75.52,89,37,4.25,TH,2022-02-06 17:17:26,scattered clouds
398,Hirara,24.8,125.2833,64.13,66,93,16.4,JP,2022-02-06 17:17:27,overcast clouds
399,Kalemie,-5.9475,29.1947,71.17,87,81,2.59,CD,2022-02-06 17:17:27,light rain
400,Ribeira Grande,38.5167,-28.7,63.0,82,40,11.5,PT,2022-02-06 17:17:27,scattered clouds
401,Assiniboia,49.6334,-105.9845,24.62,68,31,12.66,CA,2022-02-06 17:17:28,scattered clouds
402,Quatre Cocos,-20.2078,57.7625,79.09,82,51,11.61,MU,2022-02-06 17:17:28,broken clouds
403,Nome,64.5011,-165.4064,-0.33,50,0,13.8,US,2022-02-06 17:17:05,clear sky
404,Tevaitoa,-16.7833,-151.5,80.74,75,100,21.41,PF,2022-02-06 17:17:28,light rain
405,Yumen,40.2833,97.2,13.6,82,7,14.9,CN,2022-02-06 17:16:44,clear sky
406,Boddam,57.4667,-1.7833,39.7,63,44,30.02,GB,2022-02-06 17:14:13,scattered clouds
407,Bengkulu,-3.8004,102.2655,76.24,85,98,6.67,ID,2022-02-06 17:14:19,light rain
408,Madarounfa,13.3087,7.156,82.74,10,0,10.6,NE,2022-02-06 17:17:29,clear sky
409,Benghazi,32.1167,20.0667,61.84,63,32,5.1,LY,2022-02-06 17:17:29,scattered clouds
410,Forio,40.7342,13.8646,57.25,87,57,9.84,IT,2022-02-06 17:17:30,broken clouds
411,Guozhen,34.3659,107.359,29.3,89,95,2.17,CN,2022-02-06 17:17:30,light snow
412,Kihei,20.785,-156.4656,73.85,79,20,11.5,US,2022-02-06 17:17:31,few clouds
413,Narsaq,60.9167,-46.05,8.82,58,100,3.06,GL,2022-02-06 17:17:31,overcast clouds
414,Baijiantan,45.6333,85.1833,5.13,84,4,3.47,CN,2022-02-06 17:17:31,clear sky
415,Salym,60.0625,71.4789,13.77,95,99,6.64,RU,2022-02-06 17:17:32,overcast clouds
416,Rehoboth,-23.3167,17.0833,78.85,43,93,10.07,NA,2022-02-06 17:18:32,overcast clouds
417,Yerbogachen,61.2767,108.0108,-15.66,100,92,2.33,RU,2022-02-06 17:18:32,overcast clouds
418,Margate,51.3813,1.3862,50.31,72,74,11.01,GB,2022-02-06 17:16:23,broken clouds
419,Grindavik,63.8424,-22.4338,27.07,80,75,9.22,IS,2022-02-06 17:18:33,broken clouds
420,Riyadh,24.6877,46.7219,57.34,34,0,9.66,SA,2022-02-06 17:16:04,clear sky
421,Malakal,9.5334,31.6605,78.39,15,59,6.46,SS,2022-02-06 17:18:33,broken clouds
422,Eyl,7.9803,49.8164,75.24,71,93,16.04,SO,2022-02-06 17:14:45,overcast clouds
423,Aklavik,68.2191,-135.0107,-15.88,76,75,14.97,CA,2022-02-06 17:18:34,broken clouds
424,Port Keats,-14.25,129.55,79.05,84,92,3.53,AU,2022-02-06 17:18:34,overcast clouds
425,Mannarakkat,10.9833,76.4667,81.95,86,54,2.39,IN,2022-02-06 17:18:34,broken clouds
426,Saldanha,-33.0117,17.9442,66.29,92,43,11.32,ZA,2022-02-06 17:18:35,scattered clouds
427,Torit,4.4133,32.5678,85.55,20,96,4.03,SS,2022-02-06 17:18:35,overcast clouds
428,Okato,-39.2,173.8833,62.91,79,99,13.51,NZ,2022-02-06 17:18:35,overcast clouds
429,Natal,-5.795,-35.2094,90.25,62,20,13.8,BR,2022-02-06 17:15:46,few clouds
430,Alexandria,31.2156,29.9553,58.5,58,0,6.93,EG,2022-02-06 17:18:36,clear sky
431,Union City,37.5958,-122.0192,57.34,68,0,3.0,US,2022-02-06 17:18:36,clear sky
432,Ahipara,-35.1667,173.1667,72.09,98,100,8.12,NZ,2022-02-06 17:18:37,overcast clouds
433,Sitka,57.0531,-135.33,44.49,81,100,19.57,US,2022-02-06 17:18:37,light rain
434,Goderich,43.7501,-81.7165,25.92,74,99,18.41,CA,2022-02-06 17:18:37,overcast clouds
435,Roros,62.5747,11.3842,24.64,63,100,10.36,NO,2022-02-06 17:18:38,light snow
436,Mareeba,-17.0,145.4333,70.45,93,21,2.17,AU,2022-02-06 17:18:38,few clouds
437,Kirakira,-10.4544,161.9205,80.89,86,100,6.93,SB,2022-02-06 17:18:38,overcast clouds
438,Baykit,61.67,96.37,-8.41,100,94,2.46,RU,2022-02-06 17:18:39,overcast clouds
439,Parabel,58.6978,81.4825,11.39,95,100,5.21,RU,2022-02-06 17:18:39,overcast clouds
440,Hami,42.8,93.45,27.52,29,73,15.82,CN,2022-02-06 17:18:39,broken clouds
441,Conceicao Do Araguaia,-8.2578,-49.2647,87.03,62,71,4.07,BR,2022-02-06 17:18:40,broken clouds
442,Eatonton,33.3268,-83.3885,47.57,47,14,10.0,US,2022-02-06 17:18:40,few clouds
443,Beidao,34.5686,105.8933,20.73,86,46,1.16,CN,2022-02-06 17:15:27,scattered clouds
444,Grafton,42.207,-71.6856,26.96,61,0,1.99,US,2022-02-06 17:18:41,clear sky
445,Moose Factory,51.2585,-80.6094,4.98,78,100,9.22,CA,2022-02-06 17:18:41,overcast clouds
446,Maldonado,-34.6667,-54.9167,68.23,47,47,19.3,UY,2022-02-06 17:18:41,scattered clouds
447,Policoro,40.2115,16.6726,56.82,73,55,6.64,IT,2022-02-06 17:18:42,broken clouds
448,Lorengau,-2.0226,147.2712,81.52,79,97,6.11,PG,2022-02-06 17:18:42,overcast clouds
449,Erzin,36.9559,36.2,48.92,81,61,1.81,TR,2022-02-06 17:18:43,broken clouds
450,Juarez,31.7333,-106.4833,45.86,37,0,8.01,MX,2022-02-06 17:17:12,clear sky
451,Yarega,63.4354,53.5765,12.94,92,97,9.17,RU,2022-02-06 17:18:43,overcast clouds
452,Dawson,31.7735,-84.4466,53.02,63,84,12.03,US,2022-02-06 17:18:43,broken clouds
453,Sakakah,29.9697,40.2064,53.17,47,4,8.84,SA,2022-02-06 17:18:44,clear sky
454,Middlesbrough,54.5762,-1.2348,39.47,77,40,8.01,GB,2022-02-06 17:18:44,scattered clouds
455,Umba,66.6871,34.3429,13.98,94,100,14.14,RU,2022-02-06 17:18:44,light snow
456,Wanning,18.8003,110.3967,69.82,89,99,7.34,CN,2022-02-06 17:18:45,overcast clouds
457,Aksha,50.2814,113.2867,2.5,96,39,4.74,RU,2022-02-06 17:18:45,scattered clouds
458,Katherine,-14.4667,132.2667,75.52,100,100,2.3,AU,2022-02-06 17:18:45,overcast clouds
459,Jackson,42.4165,-122.8345,30.07,86,0,0.0,US,2022-02-06 17:15:26,clear sky
460,Port-Gentil,-0.7193,8.7815,80.62,76,6,9.15,GA,2022-02-06 17:18:46,clear sky
461,Chiang Khong,20.2613,100.4046,64.72,99,96,1.83,TH,2022-02-06 17:18:46,overcast clouds
462,Sao Filipe,14.8961,-24.4956,75.13,68,0,10.58,CV,2022-02-06 17:18:47,clear sky
463,Yar-Sale,66.8333,70.8333,-14.48,100,68,6.35,RU,2022-02-06 17:18:47,broken clouds
464,Srandakan,-7.9386,110.2506,76.51,93,100,2.66,ID,2022-02-06 17:18:47,overcast clouds
